accession,length,source_database,fragments
A0A017HCJ0,312,unreviewed,"[{""start"": 5, ""end"": 173}]"
A0A017HFX0,323,unreviewed,"[{""start"": 2, ""end"": 208}]"
A0A017HI13,322,unreviewed,"[{""start"": 3, ""end"": 195}]"
A0A017HKS6,336,unreviewed,"[{""start"": 4, ""end"": 235}]"
A0A017HMU0,319,unreviewed,"[{""start"": 4, ""end"": 228}]"
A0A017HNL9,213,unreviewed,"[{""start"": 29, ""end"": 132}]"
A0A017HNR7,235,unreviewed,"[{""start"": 5, ""end"": 98}]"
A0A017HPR5,326,unreviewed,"[{""start"": 5, ""end"": 211}]"
A0A017HRB8,322,unreviewed,"[{""start"": 4, ""end"": 226}]"
A0A017HSI7,340,unreviewed,"[{""start"": 3, ""end"": 261}]"
A0A017HUA5,278,unreviewed,"[{""start"": 5, ""end"": 165}]"
A0A017HUC3,406,unreviewed,"[{""start"": 3, ""end"": 292}]"
A0A017HUX5,295,unreviewed,"[{""start"": 5, ""end"": 187}]"
A0A017HV40,335,unreviewed,"[{""start"": 19, ""end"": 253}]"
A0A017HVR4,352,unreviewed,"[{""start"": 5, ""end"": 266}]"
A0A017HW56,276,unreviewed,"[{""start"": 3, ""end"": 203}]"
A0A017HWX9,368,unreviewed,"[{""start"": 4, ""end"": 276}]"
A0A017HXB1,307,unreviewed,"[{""start"": 5, ""end"": 226}]"
A0A017RRX9,325,unreviewed,"[{""start"": 12, ""end"": 248}]"
A0A017RSV0,320,unreviewed,"[{""start"": 3, ""end"": 218}]"
A0A017RT71,329,unreviewed,"[{""start"": 3, ""end"": 259}]"
A0A017RZR7,430,unreviewed,"[{""start"": 51, ""end"": 355}]"
A0A017S0I6,334,unreviewed,"[{""start"": 4, ""end"": 256}]"
A0A017S206,384,unreviewed,"[{""start"": 60, ""end"": 182}]"
A0A017S2Y3,335,unreviewed,"[{""start"": 7, ""end"": 184}]"
A0A017S3D2,351,unreviewed,"[{""start"": 15, ""end"": 270}]"
A0A017S3J7,370,unreviewed,"[{""start"": 9, ""end"": 238}]"
A0A017S3P0,363,unreviewed,"[{""start"": 5, ""end"": 231}]"
A0A017S3P5,341,unreviewed,"[{""start"": 12, ""end"": 244}]"
A0A017S699,301,unreviewed,"[{""start"": 4, ""end"": 77}]"
A0A017SAY9,341,unreviewed,"[{""start"": 153, ""end"": 244}]"
A0A017SCH0,309,unreviewed,"[{""start"": 5, ""end"": 205}]"
A0A017SHH4,371,unreviewed,"[{""start"": 6, ""end"": 283}]"
A0A017SKC3,344,unreviewed,"[{""start"": 6, ""end"": 263}]"
A0A017SL57,357,unreviewed,"[{""start"": 5, ""end"": 235}]"
A0A017SNQ3,366,unreviewed,"[{""start"": 9, ""end"": 275}]"
A0A017SPU5,281,unreviewed,"[{""start"": 3, ""end"": 229}]"
A0A017SQ84,777,unreviewed,"[{""start"": 3, ""end"": 205}]"
A0A017ST29,287,unreviewed,"[{""start"": 6, ""end"": 83}]"
A0A017SW32,317,unreviewed,"[{""start"": 5, ""end"": 219}]"
A0A017SW34,304,unreviewed,"[{""start"": 4, ""end"": 228}]"
A0A017SXG2,349,unreviewed,"[{""start"": 7, ""end"": 247}]"
A0A017SYG7,307,unreviewed,"[{""start"": 3, ""end"": 223}]"
A0A017T036,327,unreviewed,"[{""start"": 8, ""end"": 244}]"
A0A017T1R5,375,unreviewed,"[{""start"": 5, ""end"": 131}, {""start"": 179, ""end"": 280}]"
A0A017T250,322,unreviewed,"[{""start"": 4, ""end"": 237}]"
A0A017T265,335,unreviewed,"[{""start"": 14, ""end"": 239}]"
A0A017T2J0,323,unreviewed,"[{""start"": 6, ""end"": 254}]"
A0A017T2X6,357,unreviewed,"[{""start"": 9, ""end"": 270}]"
A0A017T2Y1,326,unreviewed,"[{""start"": 6, ""end"": 240}]"
A0A017T4E1,355,unreviewed,"[{""start"": 33, ""end"": 258}]"
A0A017T6E3,300,unreviewed,"[{""start"": 3, ""end"": 213}]"
A0A017T7Y7,337,unreviewed,"[{""start"": 18, ""end"": 228}]"
A0A017T884,306,unreviewed,"[{""start"": 4, ""end"": 224}]"
A0A017T965,304,unreviewed,"[{""start"": 4, ""end"": 213}]"
A0A017TBT4,341,unreviewed,"[{""start"": 5, ""end"": 237}]"
A0A017TF20,344,unreviewed,"[{""start"": 8, ""end"": 246}]"
A0A017TGL3,375,unreviewed,"[{""start"": 162, ""end"": 264}]"
A0A017TI91,333,unreviewed,"[{""start"": 6, ""end"": 232}]"
A0A017TIX8,319,unreviewed,"[{""start"": 11, ""end"": 213}]"
A0A021VKX3,335,unreviewed,"[{""start"": 3, ""end"": 212}]"
A0A021VNM0,342,unreviewed,"[{""start"": 3, ""end"": 235}]"
A0A021VPX3,331,unreviewed,"[{""start"": 7, ""end"": 215}]"
A0A021VR30,282,unreviewed,"[{""start"": 3, ""end"": 174}]"
A0A021VRC8,406,unreviewed,"[{""start"": 4, ""end"": 192}]"
A0A021VT66,324,unreviewed,"[{""start"": 4, ""end"": 254}]"
A0A021VUF4,308,unreviewed,"[{""start"": 4, ""end"": 236}]"
A0A021VV20,327,unreviewed,"[{""start"": 17, ""end"": 252}]"
A0A021VVI3,336,unreviewed,"[{""start"": 4, ""end"": 218}]"
A0A021VVZ2,282,unreviewed,"[{""start"": 5, ""end"": 174}]"
A0A021VYN7,309,unreviewed,"[{""start"": 3, ""end"": 236}]"
A0A021W092,298,unreviewed,"[{""start"": 3, ""end"": 218}]"
A0A021WZP4,326,unreviewed,"[{""start"": 17, ""end"": 246}]"
A0A021X200,268,unreviewed,"[{""start"": 7, ""end"": 180}]"
A0A021X243,356,unreviewed,"[{""start"": 3, ""end"": 237}]"
A0A021X3R6,311,unreviewed,"[{""start"": 9, ""end"": 239}]"
A0A021XDM5,326,unreviewed,"[{""start"": 10, ""end"": 218}]"
A0A021XDV5,356,unreviewed,"[{""start"": 12, ""end"": 248}]"
A0A021XDW0,330,unreviewed,"[{""start"": 3, ""end"": 253}]"
A0A021XEG5,337,unreviewed,"[{""start"": 5, ""end"": 234}]"
A0A021XGU5,328,unreviewed,"[{""start"": 6, ""end"": 254}]"
A0A022FND3,225,unreviewed,"[{""start"": 3, ""end"": 224}]"
A0A022FPY2,319,unreviewed,"[{""start"": 3, ""end"": 247}]"
A0A022FRQ9,299,unreviewed,"[{""start"": 3, ""end"": 162}]"
A0A022FY66,335,unreviewed,"[{""start"": 7, ""end"": 234}]"
A0A022G047,331,unreviewed,"[{""start"": 3, ""end"": 241}]"
A0A022G966,340,unreviewed,"[{""start"": 6, ""end"": 233}]"
A0A022GDW6,361,unreviewed,"[{""start"": 20, ""end"": 280}]"
A0A022GE01,318,unreviewed,"[{""start"": 8, ""end"": 244}]"
A0A022GML3,296,unreviewed,"[{""start"": 1, ""end"": 225}]"
A0A022GPG2,324,unreviewed,"[{""start"": 3, ""end"": 200}]"
A0A022GQP2,339,unreviewed,"[{""start"": 6, ""end"": 263}]"
A0A022IXE7,335,unreviewed,"[{""start"": 2, ""end"": 260}]"
A0A022J2D9,323,unreviewed,"[{""start"": 3, ""end"": 206}]"
A0A022J6Z7,301,unreviewed,"[{""start"": 5, ""end"": 220}]"
A0A022J8F5,621,unreviewed,"[{""start"": 17, ""end"": 223}]"
A0A022J8U9,337,unreviewed,"[{""start"": 4, ""end"": 263}]"
A0A022KPX9,298,unreviewed,"[{""start"": 3, ""end"": 226}]"
A0A022KRI1,330,unreviewed,"[{""start"": 5, ""end"": 175}]"
A0A022KXY8,271,unreviewed,"[{""start"": 18, ""end"": 176}]"
A0A022KXZ8,567,unreviewed,"[{""start"": 3, ""end"": 245}]"
A0A022L011,330,unreviewed,"[{""start"": 6, ""end"": 227}]"
A0A022L059,332,unreviewed,"[{""start"": 3, ""end"": 241}]"
A0A022L0H3,463,unreviewed,"[{""start"": 164, ""end"": 287}]"
A0A022L0M9,321,unreviewed,"[{""start"": 4, ""end"": 251}]"
A0A022L0N1,382,unreviewed,"[{""start"": 3, ""end"": 291}]"
A0A022L266,69,unreviewed,"[{""start"": 6, ""end"": 58}]"
A0A022LCS9,403,unreviewed,"[{""start"": 14, ""end"": 244}]"
A0A022LGC5,461,unreviewed,"[{""start"": 161, ""end"": 367}]"
A0A022LGR7,358,unreviewed,"[{""start"": 3, ""end"": 238}]"
A0A022LIA8,328,unreviewed,"[{""start"": 4, ""end"": 248}]"
A0A022LL65,312,unreviewed,"[{""start"": 3, ""end"": 243}]"
A0A022M7N2,264,unreviewed,"[{""start"": 3, ""end"": 249}]"
A0A022M9Q7,322,unreviewed,"[{""start"": 6, ""end"": 244}]"
A0A022MDW8,312,unreviewed,"[{""start"": 4, ""end"": 208}]"
A0A022MF62,308,unreviewed,"[{""start"": 4, ""end"": 230}]"
A0A022MF66,319,unreviewed,"[{""start"": 4, ""end"": 247}]"
A0A022MG24,268,unreviewed,"[{""start"": 4, ""end"": 119}]"
A0A022MH76,298,unreviewed,"[{""start"": 6, ""end"": 215}]"
A0A022MIC0,269,unreviewed,"[{""start"": 7, ""end"": 167}]"
A0A022MIP2,315,unreviewed,"[{""start"": 6, ""end"": 165}]"
A0A022MJD2,291,unreviewed,"[{""start"": 4, ""end"": 212}]"
A0A022MLF1,341,unreviewed,"[{""start"": 3, ""end"": 236}]"
A0A022MLI2,310,unreviewed,"[{""start"": 3, ""end"": 215}]"
A0A022MLT4,310,unreviewed,"[{""start"": 1, ""end"": 234}]"
A0A022MMI3,342,unreviewed,"[{""start"": 9, ""end"": 233}]"
A0A022MNE3,205,unreviewed,"[{""start"": 1, ""end"": 122}]"
A0A022MNQ1,320,unreviewed,"[{""start"": 3, ""end"": 222}]"
A0A022MQD1,353,unreviewed,"[{""start"": 5, ""end"": 236}]"
A0A022MTN3,370,unreviewed,"[{""start"": 25, ""end"": 236}]"
A0A022PDH8,368,unreviewed,"[{""start"": 3, ""end"": 185}]"
A0A022PGV5,312,unreviewed,"[{""start"": 2, ""end"": 236}]"
A0A022PJ03,337,unreviewed,"[{""start"": 4, ""end"": 230}]"
A0A022PJW0,304,unreviewed,"[{""start"": 3, ""end"": 217}]"
A0A022PMD3,321,unreviewed,"[{""start"": 3, ""end"": 227}]"
A0A022PPN6,660,unreviewed,"[{""start"": 318, ""end"": 566}]"
A0A022PTF6,324,unreviewed,"[{""start"": 9, ""end"": 246}]"
A0A022PVC6,484,unreviewed,"[{""start"": 94, ""end"": 382}]"
A0A022PWK3,336,unreviewed,"[{""start"": 4, ""end"": 256}]"
A0A022Q5P8,326,unreviewed,"[{""start"": 10, ""end"": 249}]"
A0A022Q9R9,321,unreviewed,"[{""start"": 10, ""end"": 244}]"
A0A022QB14,376,unreviewed,"[{""start"": 30, ""end"": 269}]"
A0A022QBH0,272,unreviewed,"[{""start"": 9, ""end"": 240}]"
A0A022QBS2,296,unreviewed,"[{""start"": 5, ""end"": 238}]"
A0A022QFV2,343,unreviewed,"[{""start"": 5, ""end"": 240}]"
A0A022QH60,90,unreviewed,"[{""start"": 35, ""end"": 72}]"
A0A022QHI1,321,unreviewed,"[{""start"": 5, ""end"": 244}]"
A0A022QIG7,322,unreviewed,"[{""start"": 5, ""end"": 244}]"
A0A022QJS0,321,unreviewed,"[{""start"": 5, ""end"": 243}]"
A0A022QKL6,190,unreviewed,"[{""start"": 8, ""end"": 190}]"
A0A022QP62,437,unreviewed,"[{""start"": 100, ""end"": 337}]"
A0A022QRC3,123,unreviewed,"[{""start"": 85, ""end"": 118}]"
A0A022QSL7,438,unreviewed,"[{""start"": 101, ""end"": 338}]"
A0A022QTE3,431,unreviewed,"[{""start"": 16, ""end"": 256}]"
A0A022QTI6,261,unreviewed,"[{""start"": 1, ""end"": 161}]"
A0A022QTI8,253,unreviewed,"[{""start"": 27, ""end"": 170}]"
A0A022QW26,369,unreviewed,"[{""start"": 70, ""end"": 254}]"
A0A022QWE5,252,unreviewed,"[{""start"": 7, ""end"": 172}]"
A0A022QWN3,44,unreviewed,"[{""start"": 11, ""end"": 41}]"
A0A022QX49,339,unreviewed,"[{""start"": 15, ""end"": 253}]"
A0A022QXE6,328,unreviewed,"[{""start"": 8, ""end"": 250}]"
A0A022QXW5,324,unreviewed,"[{""start"": 4, ""end"": 241}]"
A0A022QZL7,249,unreviewed,"[{""start"": 5, ""end"": 207}]"
A0A022R092,334,unreviewed,"[{""start"": 7, ""end"": 254}]"
A0A022R0J0,167,unreviewed,"[{""start"": 5, ""end"": 135}]"
A0A022R3P9,167,unreviewed,"[{""start"": 3, ""end"": 88}]"
A0A022R614,427,unreviewed,"[{""start"": 94, ""end"": 331}]"
A0A022R9W0,355,unreviewed,"[{""start"": 50, ""end"": 281}]"
A0A022RAH6,387,unreviewed,"[{""start"": 18, ""end"": 288}]"
A0A022RB01,387,unreviewed,"[{""start"": 18, ""end"": 288}]"
A0A022RBL8,432,unreviewed,"[{""start"": 94, ""end"": 330}]"
A0A022RHN8,379,unreviewed,"[{""start"": 56, ""end"": 273}]"
A0A022RHW4,347,unreviewed,"[{""start"": 54, ""end"": 263}]"
A0A022RI04,334,unreviewed,"[{""start"": 8, ""end"": 255}]"
A0A022RIM9,349,unreviewed,"[{""start"": 21, ""end"": 270}]"
A0A022RJ65,342,unreviewed,"[{""start"": 9, ""end"": 262}]"
A0A022RJN6,349,unreviewed,"[{""start"": 53, ""end"": 267}]"
A0A022RJW3,318,unreviewed,"[{""start"": 9, ""end"": 236}]"
A0A022RK83,351,unreviewed,"[{""start"": 53, ""end"": 269}]"
A0A022RM97,321,unreviewed,"[{""start"": 9, ""end"": 246}]"
A0A022RN65,350,unreviewed,"[{""start"": 52, ""end"": 268}]"
A0A022RQI3,315,unreviewed,"[{""start"": 9, ""end"": 240}]"
A0A022RR89,376,unreviewed,"[{""start"": 30, ""end"": 269}]"
A0A022RSG8,332,unreviewed,"[{""start"": 5, ""end"": 253}]"
A0A022S0E5,291,unreviewed,"[{""start"": 4, ""end"": 180}]"
A0A022S235,399,unreviewed,"[{""start"": 70, ""end"": 281}]"
A0A022S2W1,324,unreviewed,"[{""start"": 4, ""end"": 242}]"
A0A022VNW8,385,unreviewed,"[{""start"": 62, ""end"": 175}]"
A0A022VRX8,339,unreviewed,"[{""start"": 4, ""end"": 259}]"
A0A022W4X3,374,unreviewed,"[{""start"": 6, ""end"": 283}]"
A0A022W918,379,unreviewed,"[{""start"": 11, ""end"": 238}]"
A0A022W990,279,unreviewed,"[{""start"": 11, ""end"": 88}]"
A0A022WDD2,325,unreviewed,"[{""start"": 4, ""end"": 211}]"
A0A022XES6,385,unreviewed,"[{""start"": 62, ""end"": 175}]"
A0A022XGD2,338,unreviewed,"[{""start"": 4, ""end"": 259}]"
A0A022XWD3,374,unreviewed,"[{""start"": 6, ""end"": 283}]"
A0A022XZT6,279,unreviewed,"[{""start"": 11, ""end"": 88}]"
A0A022Y0X3,360,unreviewed,"[{""start"": 11, ""end"": 238}]"
A0A022Y357,325,unreviewed,"[{""start"": 4, ""end"": 211}]"
A0A023B121,487,unreviewed,"[{""start"": 10, ""end"": 133}]"
A0A023B4J6,339,unreviewed,"[{""start"": 5, ""end"": 260}]"
A0A023BS29,302,unreviewed,"[{""start"": 5, ""end"": 225}]"
A0A023BSC6,305,unreviewed,"[{""start"": 3, ""end"": 217}]"
A0A023BU27,382,unreviewed,"[{""start"": 37, ""end"": 251}]"
A0A023BU69,335,unreviewed,"[{""start"": 6, ""end"": 239}]"
A0A023BWW6,324,unreviewed,"[{""start"": 5, ""end"": 239}]"
A0A023BXK2,339,unreviewed,"[{""start"": 2, ""end"": 228}]"
A0A023BZ76,332,unreviewed,"[{""start"": 14, ""end"": 252}]"
A0A023CX60,331,unreviewed,"[{""start"": 3, ""end"": 253}]"
A0A023CXC5,334,unreviewed,"[{""start"": 3, ""end"": 252}]"
A0A023D118,333,unreviewed,"[{""start"": 2, ""end"": 247}]"
A0A023D333,324,unreviewed,"[{""start"": 1, ""end"": 247}]"
A0A023D544,332,unreviewed,"[{""start"": 6, ""end"": 232}]"
A0A023D644,238,unreviewed,"[{""start"": 90, ""end"": 159}]"
A0A023D730,318,unreviewed,"[{""start"": 16, ""end"": 239}]"
A0A023D8D4,321,unreviewed,"[{""start"": 3, ""end"": 247}]"
A0A023DAB6,313,unreviewed,"[{""start"": 3, ""end"": 242}]"
A0A023DAD5,323,unreviewed,"[{""start"": 2, ""end"": 251}]"
A0A023DBK7,296,unreviewed,"[{""start"": 3, ""end"": 223}]"
A0A023DBK8,334,unreviewed,"[{""start"": 3, ""end"": 235}]"
A0A023DHR5,300,unreviewed,"[{""start"": 3, ""end"": 217}]"
A0A023DJZ9,328,unreviewed,"[{""start"": 2, ""end"": 250}]"
A0A023DZD4,267,unreviewed,"[{""start"": 2, ""end"": 182}]"
A0A023EMV2,300,unreviewed,"[{""start"": 6, ""end"": 215}]"
A0A023ENI9,323,unreviewed,"[{""start"": 5, ""end"": 240}]"
A0A023EQ23,296,unreviewed,"[{""start"": 5, ""end"": 240}]"
A0A023EQE5,401,unreviewed,"[{""start"": 61, ""end"": 276}]"
A0A023ERK2,401,unreviewed,"[{""start"": 61, ""end"": 276}]"
A0A023F1S8,366,unreviewed,"[{""start"": 7, ""end"": 242}]"
A0A023F7N7,393,unreviewed,"[{""start"": 46, ""end"": 253}]"
A0A023F8E2,320,unreviewed,"[{""start"": 8, ""end"": 236}]"
A0A023F974,386,unreviewed,"[{""start"": 46, ""end"": 261}]"
A0A023FJI8,393,unreviewed,"[{""start"": 62, ""end"": 278}]"
A0A023FK44,318,unreviewed,"[{""start"": 9, ""end"": 236}]"
A0A023FSI4,463,unreviewed,"[{""start"": 10, ""end"": 261}]"
A0A023FV55,288,unreviewed,"[{""start"": 16, ""end"": 201}]"
A0A023FW58,297,unreviewed,"[{""start"": 4, ""end"": 211}]"
A0A023G1J1,254,unreviewed,"[{""start"": 35, ""end"": 224}]"
A0A023G796,405,unreviewed,"[{""start"": 67, ""end"": 283}]"
A0A023G7K5,325,unreviewed,"[{""start"": 14, ""end"": 201}]"
A0A023GIC7,319,unreviewed,"[{""start"": 9, ""end"": 235}]"
A0A023GLL9,372,unreviewed,"[{""start"": 34, ""end"": 250}]"
A0A023HHB5,339,unreviewed,"[{""start"": 13, ""end"": 245}]"
A0A023IWF7,341,unreviewed,"[{""start"": 8, ""end"": 247}]"
A0A023JAT5,354,unreviewed,"[{""start"": 8, ""end"": 248}]"
A0A023JM48,334,unreviewed,"[{""start"": 4, ""end"": 230}]"
A0A023PJK5,267,unreviewed,"[{""start"": 14, ""end"": 177}]"
A0A023PKD4,352,unreviewed,"[{""start"": 3, ""end"": 275}]"
A0A023W700,103,unreviewed,"[{""start"": 4, ""end"": 73}]"
A0A023W711,103,unreviewed,"[{""start"": 4, ""end"": 73}]"
A0A023W861,103,unreviewed,"[{""start"": 4, ""end"": 73}]"
A0A023W8E7,103,unreviewed,"[{""start"": 4, ""end"": 73}]"
A0A023WGM3,336,unreviewed,"[{""start"": 8, ""end"": 247}]"
A0A023WLX4,354,unreviewed,"[{""start"": 2, ""end"": 261}]"
A0A023WS98,341,unreviewed,"[{""start"": 18, ""end"": 264}]"
A0A023WT84,300,unreviewed,"[{""start"": 3, ""end"": 222}]"
A0A023WVW5,309,unreviewed,"[{""start"": 6, ""end"": 242}]"
A0A023WXK5,357,unreviewed,"[{""start"": 4, ""end"": 238}]"
A0A023WYP0,286,unreviewed,"[{""start"": 8, ""end"": 132}]"
A0A023X0B0,341,unreviewed,"[{""start"": 16, ""end"": 266}]"
A0A023X1Q9,304,unreviewed,"[{""start"": 3, ""end"": 219}]"
A0A023X1Y4,352,unreviewed,"[{""start"": 4, ""end"": 236}]"
A0A023X253,319,unreviewed,"[{""start"": 4, ""end"": 240}]"
A0A023X3S0,327,unreviewed,"[{""start"": 4, ""end"": 252}]"
A0A023X593,305,unreviewed,"[{""start"": 3, ""end"": 235}]"
A0A023X5V7,304,unreviewed,"[{""start"": 3, ""end"": 227}]"
A0A023X640,303,unreviewed,"[{""start"": 3, ""end"": 216}]"
A0A023X678,363,unreviewed,"[{""start"": 20, ""end"": 243}]"
A0A023X6M0,306,unreviewed,"[{""start"": 1, ""end"": 194}]"
A0A024AXE8,324,unreviewed,"[{""start"": 9, ""end"": 249}]"
A0A024BSH6,352,unreviewed,"[{""start"": 5, ""end"": 274}]"
A0A024CB47,340,unreviewed,"[{""start"": 2, ""end"": 242}]"
A0A024CBV5,347,unreviewed,"[{""start"": 12, ""end"": 252}]"
A0A024E3A5,416,unreviewed,"[{""start"": 67, ""end"": 282}]"
A0A024E4S0,668,unreviewed,"[{""start"": 321, ""end"": 568}]"
A0A024E7A0,196,unreviewed,"[{""start"": 10, ""end"": 93}]"
A0A024E7M9,372,unreviewed,"[{""start"": 3, ""end"": 190}]"
A0A024E838,157,unreviewed,"[{""start"": 28, ""end"": 139}]"
A0A024EB74,297,unreviewed,"[{""start"": 3, ""end"": 212}]"
A0A024EBU3,310,unreviewed,"[{""start"": 6, ""end"": 243}]"
A0A024ECZ8,280,unreviewed,"[{""start"": 2, ""end"": 213}]"
A0A024EE87,309,unreviewed,"[{""start"": 6, ""end"": 243}]"
A0A024EFF2,271,unreviewed,"[{""start"": 10, ""end"": 193}]"
A0A024EH02,285,unreviewed,"[{""start"": 3, ""end"": 220}]"
A0A024EH09,330,unreviewed,"[{""start"": 3, ""end"": 227}]"
A0A024EKP8,352,unreviewed,"[{""start"": 3, ""end"": 237}]"
A0A024EKS8,272,unreviewed,"[{""start"": 13, ""end"": 176}]"
A0A024FBY7,313,unreviewed,"[{""start"": 4, ""end"": 238}]"
A0A024FCD4,309,unreviewed,"[{""start"": 11, ""end"": 228}]"
A0A024FD23,297,unreviewed,"[{""start"": 3, ""end"": 226}]"
A0A024FD63,325,unreviewed,"[{""start"": 17, ""end"": 257}]"
A0A024FDM7,301,unreviewed,"[{""start"": 6, ""end"": 222}]"
A0A024FDP7,312,unreviewed,"[{""start"": 4, ""end"": 238}]"
A0A024FEW7,339,unreviewed,"[{""start"": 3, ""end"": 253}]"
A0A024FG51,317,unreviewed,"[{""start"": 5, ""end"": 229}]"
A0A024FH12,319,unreviewed,"[{""start"": 10, ""end"": 241}]"
A0A024FIJ4,391,unreviewed,"[{""start"": 51, ""end"": 269}]"
A0A024FK92,475,unreviewed,"[{""start"": 3, ""end"": 88}]"
A0A024FKS1,339,unreviewed,"[{""start"": 3, ""end"": 267}]"
A0A024G7A8,321,unreviewed,"[{""start"": 13, ""end"": 242}]"
A0A024GA00,366,unreviewed,"[{""start"": 52, ""end"": 285}]"
A0A024GAC2,364,unreviewed,"[{""start"": 50, ""end"": 283}]"
A0A024GAK7,340,unreviewed,"[{""start"": 26, ""end"": 217}]"
A0A024GAU9,320,unreviewed,"[{""start"": 7, ""end"": 197}]"
A0A024GBU4,372,unreviewed,"[{""start"": 11, ""end"": 249}]"
A0A024GG12,344,unreviewed,"[{""start"": 26, ""end"": 229}]"
A0A024GQB4,377,unreviewed,"[{""start"": 65, ""end"": 299}]"
A0A024GW85,333,unreviewed,"[{""start"": 4, ""end"": 231}]"
A0A024GW87,334,unreviewed,"[{""start"": 4, ""end"": 231}]"
A0A024GWB8,226,unreviewed,"[{""start"": 2, ""end"": 138}]"
A0A024GWJ3,384,unreviewed,"[{""start"": 54, ""end"": 280}]"
A0A024GYY3,290,unreviewed,"[{""start"": 3, ""end"": 215}]"
A0A024GZ83,321,unreviewed,"[{""start"": 4, ""end"": 241}]"
A0A024GZR9,341,unreviewed,"[{""start"": 3, ""end"": 251}]"
A0A024H121,364,unreviewed,"[{""start"": 14, ""end"": 279}]"
A0A024H374,297,unreviewed,"[{""start"": 3, ""end"": 215}]"
A0A024H4Y1,328,unreviewed,"[{""start"": 3, ""end"": 222}]"
A0A024H6D3,286,unreviewed,"[{""start"": 11, ""end"": 204}]"
A0A024H6V8,358,unreviewed,"[{""start"": 3, ""end"": 245}]"
A0A024H7E3,331,unreviewed,"[{""start"": 6, ""end"": 218}]"
A0A024H7Z5,403,unreviewed,"[{""start"": 9, ""end"": 304}]"
A0A024H8Y8,331,unreviewed,"[{""start"": 9, ""end"": 247}]"
A0A024H9Q7,332,unreviewed,"[{""start"": 4, ""end"": 235}]"
A0A024HAH4,312,unreviewed,"[{""start"": 12, ""end"": 246}]"
A0A024HBK1,300,unreviewed,"[{""start"": 3, ""end"": 223}]"
A0A024HCM0,332,unreviewed,"[{""start"": 3, ""end"": 227}]"
A0A024HGU6,327,unreviewed,"[{""start"": 3, ""end"": 205}]"
A0A024HK34,288,unreviewed,"[{""start"": 13, ""end"": 198}]"
A0A024HL90,331,unreviewed,"[{""start"": 3, ""end"": 241}]"
A0A024HLR3,327,unreviewed,"[{""start"": 3, ""end"": 223}]"
A0A024HLW8,669,unreviewed,"[{""start"": 319, ""end"": 566}]"
A0A024HQ00,321,unreviewed,"[{""start"": 3, ""end"": 184}]"
A0A024HQ63,300,unreviewed,"[{""start"": 4, ""end"": 224}]"
A0A024HQK9,285,unreviewed,"[{""start"": 7, ""end"": 204}]"
A0A024IV47,328,unreviewed,"[{""start"": 3, ""end"": 207}]"
A0A024JPL7,328,unreviewed,"[{""start"": 3, ""end"": 228}]"
A0A024JSN1,357,unreviewed,"[{""start"": 7, ""end"": 237}]"
A0A024JT24,337,unreviewed,"[{""start"": 7, ""end"": 231}]"
A0A024JU30,343,unreviewed,"[{""start"": 3, ""end"": 130}, {""start"": 166, ""end"": 272}]"
A0A024JVF7,253,unreviewed,"[{""start"": 3, ""end"": 37}]"
A0A024JWP3,450,unreviewed,"[{""start"": 155, ""end"": 359}]"
A0A024JWZ8,377,unreviewed,"[{""start"": 5, ""end"": 134}, {""start"": 174, ""end"": 275}]"
A0A024JXS3,320,unreviewed,"[{""start"": 14, ""end"": 245}]"
A0A024JYR5,316,unreviewed,"[{""start"": 3, ""end"": 241}]"
A0A024JZB8,864,unreviewed,"[{""start"": 3, ""end"": 150}]"
A0A024JZE5,300,unreviewed,"[{""start"": 6, ""end"": 210}]"
A0A024JZP1,295,unreviewed,"[{""start"": 10, ""end"": 197}]"
A0A024JZZ2,707,unreviewed,"[{""start"": 3, ""end"": 112}]"
A0A024K0I9,303,unreviewed,"[{""start"": 7, ""end"": 215}]"
A0A024K0M1,371,unreviewed,"[{""start"": 6, ""end"": 186}]"
A0A024K0S2,304,unreviewed,"[{""start"": 7, ""end"": 174}]"
A0A024K376,329,unreviewed,"[{""start"": 5, ""end"": 231}]"
A0A024K4L9,259,unreviewed,"[{""start"": 1, ""end"": 118}]"
A0A024K5N2,307,unreviewed,"[{""start"": 7, ""end"": 219}]"
A0A024K5U0,297,unreviewed,"[{""start"": 3, ""end"": 76}]"
A0A024KZM5,297,unreviewed,"[{""start"": 3, ""end"": 215}]"
A0A024L0P3,660,unreviewed,"[{""start"": 318, ""end"": 566}]"
A0A024L157,274,unreviewed,"[{""start"": 8, ""end"": 213}]"
A0A024LQ31,333,unreviewed,"[{""start"": 14, ""end"": 223}]"
A0A024P364,382,unreviewed,"[{""start"": 3, ""end"": 291}]"
A0A024P5L0,301,unreviewed,"[{""start"": 3, ""end"": 218}]"
A0A024P9D0,293,unreviewed,"[{""start"": 4, ""end"": 121}]"
A0A024Q6Q3,315,unreviewed,"[{""start"": 4, ""end"": 239}]"
A0A024Q7N9,275,unreviewed,"[{""start"": 3, ""end"": 217}]"
A0A024Q839,335,unreviewed,"[{""start"": 3, ""end"": 252}]"
A0A024QGC8,317,unreviewed,"[{""start"": 5, ""end"": 225}]"
A0A024QJH0,296,unreviewed,"[{""start"": 3, ""end"": 213}]"
A0A024RU67,336,unreviewed,"[{""start"": 3, ""end"": 261}]"
A0A024RWZ3,331,unreviewed,"[{""start"": 6, ""end"": 252}]"
